"descriptive text on Dashboard"	"response component"	"curation date YYYY-MM-DD"	"cohort - any characteristics of the population(s) studied, plus whether the result was taken from a subgroup of the broader cohort tested"	"age_min - age of youngest subject including both cases and controls"	"age_max - age of oldest subject including both case and controls"	"age units"	"number of subjects - count of case plus control subjects used in the measurement."	"tissue type"	"tissue (Cell Ontology)"	"method - primary experimental method used to measure the response"	"response component (original gene symbol)"	"signature was derived from a computational model"	"response behavior type"	"response behavior (direction, correlation type etc.)"	"comparison (affected vs control, correlated variable, time vs baseline event etc.)"	"baseline time event"	"time point relative to baseline event at which response was measured"	"time point units"	"exposure material (NCBI pathogen name)"	"exposure material (NCBI taxid)"	"exposure process - method by which immune exposure  occurred"	"disease name"	"disease stage - reported disease stage(s) of affected subjects"	"publication reference (PMID)"	"print publication date or posted date (YYYY-MM-DD)"	"publication URL"	"signature source - figure, table or text section"	"comments and additional details"	"response component (original) count"	"response component count"	"row key"
""	"TNFSF14"	"2021-02-19"	"Atlanta, Georgia, USA"	"23"	"94"	"years"	"15"	"Peripheral Blood Mononuclear Cells"	"CL:2000001"	"bulk RNA-seq; relative expression of genes encoding cytokines"	"TNFSF14"	"N"	"gene expression"	"up"	"moderate COVID-19 patients vs Severe COVID-19 patients"	"time of clinical onset"	""	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32788292"	"2020-08-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/"	"Fig 5c"	"-COVID-19 patients \"according to WHO guidance and positive SARS-CoV-2 RT-PCR testing by nasopharyngeal swabs. Moderate cases were defined as respiratory symptoms with radiological findings of pneumonia. Severe cases were defined as requiring suppl..."	"1"	"1"	"32788292_124_354"
""	"S100A12"	"2021-02-19"	"Atlanta, Georgia, USA"	"23"	"94"	"years"	"15"	"Peripheral Blood Mononuclear Cells"	"CL:2000001"	"bulk RNA-seq; relative expression of genes encoding cytokines"	"S100A12"	"N"	"gene expression"	"up"	"ICU COVID-19 patients vs moderate COVID-19 patients"	"time of clinical onset"	""	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32788292"	"2020-08-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/"	"Fig 5c"	"-COVID-19 patients \"according to WHO guidance and positive SARS-CoV-2 RT-PCR testing by nasopharyngeal swabs. Moderate cases were defined as respiratory symptoms with radiological findings of pneumonia. Critical cases were organ failure necessitat..."	"1"	"1"	"32788292_125_355"
""	"STAT1; STAT2; STAT3"	""	"St Louis, Missouri, USA"	"18"	"89"	"years"	"6"	"monocytes/macrophages"	"CL:0000576; CL:0000235"	"GSEA"	"STAT1; STAT2; STAT3"	"N"	"gene expression"	"down"	"COVID-19 patients vs influenza patients"	"severe COVID-19 vs severe influenza"	""	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33187979"	"2020-12-09"	"https://advances.sciencemag.org/content/6/50/eabe3024/"	"Fig 5F"	""	"3"	"3"	"33187979_1_376"
""	"CXCL8; IL6; CCL2"	""	"Paris, France"	"52"	"77"	"years"	"45"	"Peripheral Blood Mononuclear Cells (PBMCs)"	"CL:2000001"	"RT-qPCR"	"IL8; IL6; CCL2"	"N"	"gene expression"	"up"	"type 2 diabetes COVID-19 patients vs non-diabetes COVID-19 patients"	"COVID duration at inclusion"	"5 to 17"	"days"	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32816392"	"2020-09-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461002/"	"Fig 2F; Fig S2F"	""	"3"	"3"	"32816392_1_678"
""	"CXCL8"	""	"Paris, France"	"52"	"77"	"years"	"45"	"Peripheral Blood Mononuclear Cells (PBMCs)"	"CL:2000001"	"RT-qPCR"	"IL8"	"N"	"gene expression"	"positively correlated"	"correlated to monocyte size measured in Forward Scatter Statistics (FSC)"	"COVID duration at inclusion"	"5 to 17"	"days"	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32816392"	"2020-09-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461002/"	"Fig 2E"	""	"1"	"1"	"32816392_2_679"
""	"IRF5; IFNB1"	""	"Paris, France"	"52"	"77"	"years"	"42"	"Peripheral Blood Mononuclear Cells (PBMCs)"	"CL:2000001"	"RT-qPCR"	"IRF5; IFNB1"	"N"	"gene expression"	"up"	"type 2 diabetes COVID-19 patients vs non-diabetes COVID-19 patients"	"COVID duration at inclusion"	"5 to 17"	"days"	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32816392"	"2020-09-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461002/"	"Fig 3A; Fig S3A"	""	"2"	"2"	"32816392_3_681"
""	"IRF5"	""	"Paris, France"	"52"	"77"	"years"	"42"	"Peripheral Blood Mononuclear Cells (PBMCs)"	"CL:2000001"	"MFI; Spearman's test"	"IRF5"	"N"	"gene expression"	"positively correlated"	"correlated to IFNB1 mRNA expression"	"COVID duration at inclusion"	"5 to 17"	"days"	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32816392"	"2020-09-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461002/"	"Fig 3A"	""	"1"	"1"	"32816392_4_682"
""	"CXCL8; IL6; CCL2; IL1B"	""	"Type 2 Diabetes Patients in Paris, France"	"54"	"77"	"years"	"60"	"Peripheral Blood Mononuclear Cells (PBMCs)"	"CL:2000001"	"RT-qPCR"	"IL8; IL6; CCL2; IL1B"	"N"	"gene expression"	"up"	"type 2 diabetes COVID-19 patients vs type 2 diabetes non-COVID-19 patients"	"COVID duration at inclusion"	"5 to 17"	"days"	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32816392"	"2020-09-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461002/"	"Appendix Fig S2F"	""	"4"	"4"	"32816392_5_697"
""	"CXCL8; IL6; CCL2; IL1B"	""	"Paris, France"	"54"	"77"	"years"	"45"	"Peripheral Blood Mononuclear Cells (PBMCs)"	"CL:2000001"	"RT-qPCR"	"IL8; IL6; CCL2; IL1B"	"N"	"gene expression"	"up"	"non-diabetes COVID-19 patients vs type 2 diabetes non-COVID-19 patients"	"COVID duration at inclusion"	"5 to 17"	"days"	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32816392"	"2020-09-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461002/"	"Appendix Fig S2F"	""	"4"	"4"	"32816392_6_698"
""	"IRF5; IFNB1"	""	"Type 2 Diabetes Patients in Paris, France"	"54"	"77"	"years"	"60"	"Peripheral Blood Mononuclear Cells (PBMCs)"	"CL:2000001"	"RT-qPCR"	"IRF5; IFNB1"	"N"	"gene expression"	"up"	"type 2 diabetes COVID-19 patients vs type 2 diabetes non-COVID-19 patients"	"COVID duration at inclusion"	"5 to 17"	"days"	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32816392"	"2020-09-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461002/"	"Appendix Fig S3A"	""	"2"	"2"	"32816392_7_700"
""	"IRF5; IFNB1"	""	"Paris, France"	"54"	"77"	"years"	"45"	"Peripheral Blood Mononuclear Cells (PBMCs)"	"CL:2000001"	"RT-qPCR"	"IRF5; IFNB1"	"N"	"gene expression"	"up"	"non-diabetes COVID-19 patients vs type 2 diabetes non-COVID-19 patients"	"COVID duration at inclusion"	"5 to 17"	"days"	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32816392"	"2020-09-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461002/"	"Appendix Fig S3A"	""	"2"	"2"	"32816392_8_701"
""	"ACE2"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"12"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Chemagic MSM I extraction platform & RT-PCR"	"ACE2"	"N"	"gene expression"	"up"	"SARS-CoV-2 positive patients vs SARS-CoV-2 negative patients"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Fig 2a"	"Patients \"may have come from 9 states within the Mountain West of the United States\""	"1"	"1"	"33625796_1_768"
""	"ACE2"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"12"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Chemagic MSM I extraction platform & RT-PCR"	"ACE2"	"N"	"gene expression"	"positively correlated"	"correlated with viral load (viral N1 mRNA in log(FC), ACE2 mRNA also in log(FC)"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Fig 2b"	"Patients \"may have come from 9 states within the Mountain West of the United States\""	"1"	"1"	"33625796_2_769"
""	"CXCL8; CXCL10; TNF"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Chemagic MSM I extraction platform & RT-PCR"	"IL8; IP10; TNFalpha"	"N"	"gene expression"	"up"	"SARS-CoV-2 positive patients vs SARS-CoV-2 negative patients"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Fig 3a-c; Table 4"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\" , More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"3"	"3"	"33625796_3_770"
""	"TRAF1"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"12"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Chemagic MSM I extraction platform & RT-PCR"	"TRAF1"	"N"	"gene expression"	"down"	"SARS-CoV-2 positive patients vs SARS-CoV-2 negative patients"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Fig 3d; Table 4"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\" , More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"1"	"1"	"33625796_4_771"
""	"TRAF1"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"11"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Chemagic MSM I extraction platform & RT-PCR; univariable linear regression"	"TRAF1"	"N"	"gene expression"	"negatively correlated"	"correlated with viral load (viral N1 mRNA in log(FC), viral E1 mRNA)"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Fig 3e; 2nd paragraph in Section 3.5. Inflammatory Responses...; Table 4"	"Patients \"may have come from 9 states within the Mountain West of the United States\""	"1"	"1"	"33625796_5_772"
""	"CXCL8; CXCL10; TNF"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Chemagic MSM I extraction platform & RT-PCR; univariable linear regression"	"IL8; IP10; TNFalpha"	"N"	"gene expression"	"positively correlated"	"correlated with viral load (viral N1 mRNA in log(FC))"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Fig 3f-h; Table 4"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\" , More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"3"	"3"	"33625796_6_773"
""	"CXCL10"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Chemagic MSM I extraction platform & RT-PCR; univariable linear regression"	"IP10"	"N"	"gene expression"	"negatively correlated"	"correlated with age (in years)"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Fig 3i; Table 4"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\" , More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"1"	"1"	"33625796_7_774"
""	"IFNL1; IFNL2"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Chemagic MSM I extraction platform & RT-PCR"	"IFN-lambda1; IFN-lambda2"	"N"	"gene expression"	"up"	"SARS-CoV-2 positive patients vs SARS-CoV-2 negative patients"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Fig 4a & 4c ; Table 6"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\" , More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"2"	"2"	"33625796_8_777"
""	"IFNL1; IFNL2"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Chemagic MSM I extraction platform & RT-PCR; linear regression"	"IFN-lambda1; IFN-lambda2"	"N"	"gene expression"	"positively correlated"	"correlated with viral load measured as N1 mRNA"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Fig 4e-f"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\" , More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"2"	"2"	"33625796_9_780"
""	"IFNL1; IFNL2; IFNG; IFNA2"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Chemagic MSM I extraction platform & RT-PCR; linear regression"	"IFN-lambda1; IFN-lambda2; IFN-gamma; IFN-alpha2"	"N"	"gene expression"	"positively correlated"	"correlated with viral load measured as N1 protein"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Table 7"	"\"natural log(FC in mRNA expression) as the dependent variables and natural log(viral N1) detection as the independent variable\" . \"Older patients were more likely to be male and negative [for SARS-CoV-2]\" , More males than females in cohorts. Pati..."	"4"	"4"	"33625796_10_781"
""	"BST2; IFIT1; IFIT3"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"BioLegend & log(pg/mL); linear regression"	"BST-2; IFIT-1; IFIT-3"	"N"	"gene expression"	"up"	"SARS-CoV-2 positive patients vs SARS-CoV-2 negative patients"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Table 9; 1st paragraph in Section 3.7. ISG Responses..."	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\", More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"4"	"3"	"33625796_11_783"
""	"BST2; IFIT1; IFIT3"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"12"	"nasopharyngeal epithelial cells"	"CL:1001573"	"DDA mass spectrometry; chi squared tests"	"BST-2; IFIT-1; IFIT-3"	"N"	"gene expression"	"positively correlated"	"with positive clinical testing for SARS-CoV-2"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Table 10; 1st paragraph in Section 3.7. ISG Responses..."	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\", More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"3"	"3"	"33625796_12_784"
""	"BST2; IFIT1; IFIT3; MX1"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"12"	"nasopharyngeal epithelial cells"	"CL:1001573"	"DIA mass spectrometry; linear regression"	"Tetherin; IFIT1; IFIT3; MX1"	"N"	"gene expression"	"up"	"SARS-CoV-2 positive patients vs SARS-CoV-2 negative patients"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Fig 5a-d"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\", More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"4"	"4"	"33625796_13_785"
""	"IFIT3"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"12"	"nasopharyngeal epithelial cells"	"CL:1001573"	"DIA mass spectrometry; linear regression"	"IFIT3"	"N"	"gene expression"	"positively correlated"	"correlated with N1 mRNA"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Fig 5e"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\", More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"1"	"1"	"33625796_14_786"
""	"IFIT3"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"12"	"nasopharyngeal epithelial cells"	"CL:1001573"	"DIA & DDA mass spectrometries; linear regression"	"IFIT3"	"N"	"gene expression"	"positively correlated"	"correlated with IFIT3 protein"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Fig 5f-g; 1st paragraph in Section 3.7. ISG Responses..."	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\", More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"2"	"1"	"33625796_15_787"
""	"IFIT3"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"12"	"nasopharyngeal epithelial cells"	"CL:1001573"	"DIA mass spectrometry (log FC); Spearman's correlations"	"IFIT3"	"N"	"gene expression"	"positively correlated"	"correlated with IP10 & IFIT3 proteins"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Table 12"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\", More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"1"	"1"	"33625796_16_798"
""	"TNF"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Spearman's correlations"	"TNFalpha"	"N"	"gene expression"	"negatively correlated"	"correlated with IFNalpha2, IFNgamma, IFNlambda23 proteins"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Table 12"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\", More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"1"	"1"	"33625796_17_799"
""	"CXCL10"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Spearman's correlations"	"IP10"	"N"	"gene expression"	"positively correlated"	"correlated with IP10 & IL6 proteins"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Table 12"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\", More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"1"	"1"	"33625796_18_800"
""	"CXCL10"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Spearman's correlations"	"IP10"	"N"	"gene expression"	"negatively correlated"	"correlated with IFNgamma & IFNlambda23 proteins"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Table 12"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\", More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"1"	"1"	"33625796_19_801"
""	"IL10"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Spearman's correlations"	"IL10"	"N"	"gene expression"	"negatively correlated"	"correlated with IFNbeta, IFNalpha2, IFNgamma, IFNlambda23 proteins"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Table 12"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\", More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"1"	"1"	"33625796_20_802"
""	"IL6"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Spearman's correlations"	"IL6"	"N"	"gene expression"	"negatively correlated"	"correlated with IP10 protein"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Table 12"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\", More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"1"	"1"	"33625796_21_803"
""	"IFNL1; IFNL2"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Spearman's correlations"	"IFNlambda1; IFNlambda2"	"N"	"gene expression"	"positively correlated"	"correlated with IP10 protein"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Table 12"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\", More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"2"	"2"	"33625796_22_804"
""	"IFNB1"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Spearman's correlations"	"IFNbeta1"	"N"	"gene expression"	"positively correlated"	"correlated with IL12p70 protein"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Table 12"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\", More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"1"	"1"	"33625796_23_805"
""	"IFNA2"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Spearman's correlations"	"IFNalpha2"	"N"	"gene expression"	"positively correlated"	"correlated with IL12p70 & IFNlambda1 proteins"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Table 12"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\", More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"1"	"1"	"33625796_24_806"
""	"IFNB1"	""	"Salt Lake City, Utah, USA"	"11"	"90"	"years"	"40"	"nasopharyngeal epithelial cells"	"CL:1001573"	"Spearman's correlations"	"IFNbeta1"	"N"	"gene expression"	"positively correlated"	"correlated with IFNalpha2 mRNA"	"N/A"	"none"	""	"Severe acute respiratory syndrome coronavirus 2"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33625796"	"2020-10-23"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903990/"	"Table 13"	"\"Older patients were more likely to be male and negative [for SARS-CoV-2]\", More males than females in cohorts. Patients \"may have come from 9 states within the Mountain West of the United States\""	"1"	"1"	"33625796_25_807"
